9.605765342712402344e-02,4.828408733010292053e-02,-3.601498901844024658e-01,-2.078579664230346680e-01,-7.849866151809692383e-01,4.870080947875976562e-01
-1.578191369771957397e-01,-8.200157433748245239e-02,1.340703014284372330e-02,-1.290893405675888062e-01,1.009713336825370789e-01,-4.641916155815124512e-01
1.363853365182876587e-01,-3.304283367469906807e-03,6.398579478263854980e-01,-4.223910346627235413e-02,-5.106977224349975586e-01,3.548947870731353760e-01
-2.020924910902976990e-02,3.580926358699798584e-01,-2.134892195463180542e-01,3.739382922649383545e-01,5.996103882789611816e-01,-1.965550519526004791e-02
1.454654633998870850e-01,-3.259385377168655396e-02,-1.639089882373809814e-01,2.493843138217926025e-01,4.443326592445373535e-01,-3.098227083683013916e-01
2.881387472152709961e-01,-3.996520042419433594e-01,-1.791086345911026001e-01,3.982641398906707764e-01,-2.346665114164352417e-01,3.225058019161224365e-01
2.510309815406799316e-01,-5.240997076034545898e-01,-2.560543119907379150e-01,-2.200926542282104492e-01,-2.353358268737792969e-02,1.808605790138244629e-01
1.411240696907043457e-01,2.166999280452728271e-01,-1.436946988105773926e-01,-3.757807314395904541e-01,4.699223339557647705e-01,5.345671772956848145e-01
2.893373742699623108e-02,-5.204589366912841797e-01,3.300513029098510742e-01,2.986072003841400146e-01,2.574392259120941162e-01,-5.529458448290824890e-02
-9.379941225051879883e-02,3.050715923309326172e-01,1.486120373010635376e-01,-1.539444774389266968e-01,-8.553300052881240845e-02,-2.851745784282684326e-01
