-2.592098414897918701e-01,-5.399588942527770996e-01,-6.010113954544067383e-01,-3.288375437259674072e-01,-2.816349864006042480e-01,9.592103958129882812e-02
-3.008290231227874756e-01,2.681770920753479004e-01,9.546053409576416016e-02,1.941929459571838379e-01,3.290019631385803223e-01,-9.705430269241333008e-02
2.778580188751220703e-01,5.435745120048522949e-01,3.218259513378143311e-01,-1.234697028994560242e-01,4.110397696495056152e-01,-2.358573526144027710e-01
4.882489517331123352e-02,3.144978880882263184e-01,1.441432237625122070e-01,-6.738025546073913574e-01,2.526772320270538330e-01,4.728856384754180908e-01
-2.841515243053436279e-01,-3.217940628528594971e-01,4.590872675180435181e-03,-1.980426609516143799e-01,1.870527863502502441e-01,4.943171739578247070e-01
-1.905143260955810547e-01,-7.036048173904418945e-02,-4.381479024887084961e-01,-3.860638141632080078e-01,-3.058348000049591064e-01,2.027750015258789062e-04
-1.299275010824203491e-01,1.625395007431507111e-02,-7.619760930538177490e-02,3.221371769905090332e-01,2.946120798587799072e-01,-5.238296985626220703e-01
5.892249941825866699e-01,-3.229252398014068604e-01,-4.308457970619201660e-01,-2.355947494506835938e-01,3.257830739021301270e-01,4.834008812904357910e-01
-8.787947148084640503e-02,-3.706715703010559082e-01,-5.286681652069091797e-01,3.813226893544197083e-02,-3.040725290775299072e-01,2.561092078685760498e-01
3.134493231773376465e-01,6.397233903408050537e-02,2.772320508956909180e-01,-3.960027173161506653e-02,-5.070613026618957520e-01,2.674968838691711426e-01
